"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,53.843757,255.750685,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,45.616689,227.251250,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,38.436557,38.568987,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,46.374286,134.878538,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,94.879810,179.389721,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,82.040928,687.340825,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,35.188970,153.351188,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,48.557506,120.232612,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,47.285324,109.143192,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,53.845113,273.251519,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,90.259020,293.292646,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,123.637795,525.817452,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,128.687618,454.746293,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,70.392637,663.330328,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,77.494090,384.588313,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.peekFirst","avgt",1,3,76.502747,582.168317,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,26.755327,190.494968,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,37.214761,41.342904,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,42.534688,23.919073,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,49.530723,49.801775,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,45.512023,54.524683,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,48.914344,135.443300,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,84.121457,284.116433,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,114.295942,1238.551951,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,55.133727,312.008908,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.peekLast","avgt",1,3,92.070662,845.064330,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,19178.335221,59093.888135,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,45442.522019,6127.453409,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,66204.533565,2500.539178,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,92189.041977,5564.204798,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,118030.472429,51868.477086,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,142031.339950,57500.494703,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,171245.248766,61012.017698,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,200681.169130,127888.202407,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,217904.239826,85943.740660,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.poll","avgt",1,3,240446.231278,50675.856427,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,19638.381398,64788.314124,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,47937.750466,35402.335446,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,68467.765770,7725.727822,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,97470.087617,46531.386794,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,115449.138585,29635.097756,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,140753.269337,44399.545735,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,169571.397199,21482.209566,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.pollFirst","avgt",1,3,188153.192061,1537.783705,"ns/op",80000
